Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,HALLMARK_MYC_TARGETS_V1,0.23750585260205814,0.8543118768669312,0.7967581047381546,0.9321946142144172,1.0,89/193,45.05%,FAM120A;GOT2;PCBP1;NAP1L1;PSMD7;IMPDH2;HNRNPD;DDX21;XPO1;KPNB1;CCNA2;GSPT1;MAD2L1;RRP9;RPS6;RPS3;C1QBP;RSL1D1;EEF1B2;VDAC3;EXOSC7;XPOT;PABPC4;IFRD1;CLNS1A;MCM2;PSMD1;RRM1;CCT4;MCM4;SET;CDC45;CAD;CTPS1;ODC1;RPS10;EIF3B;ABCE1;PABPC1;HNRNPR;TUFM;HNRNPU;RPL14;NPM1;CBX3;PRDX3;SSB;RANBP1;CCT7;G3BP1;SRSF1;CDC20;RPS2;SRPK1;MRPL23;CCT2;CCT5;HSPD1;CUL1;HSP90AB1;EIF4A1;SERBP1;RAN;PA2G4;PSMD3;RPS5;HNRNPA1;DUT;NOLC1;EIF3J;SF3B3;NDUFAB1;UBE2E1;CDK4;KPNA2;COPS5;SYNCRIP;SSBP1;SNRPG;EIF4E;VDAC1;NCBP1;SRM;PRPS2;UBA2;HNRNPC;RPL6;CDK2;ORC2
prerank,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.20253823152279904,-0.8351841590617448,0.9621621621621622,1.0,1.0,64/184,30.11%,PDK4;IDH2;ETFA;CYB5A;GPI;ATP6AP1;GPX4;NDUFB4;UQCRQ;COX6B1;COX7B;NDUFA1;COX17;ACADSB;ATP6V1G1;BCKDHA;NDUFA3;NDUFS7;UQCR11;UQCRFS1;NDUFB1;ACAA1;ALDH6A1;NDUFB3;NDUFC1;NDUFS2;NDUFA6;COX5A;MRPS11;NQO2;NDUFB8;ATP6V0C;AIFM1;IDH1;COX7A2;UQCR10;ATP6V1D;PDHA1;PDP1;DLST;COX5B;MAOB;COX6A1;HSD17B10;ETFDH;MRPS15;SLC25A5;SDHC;NDUFA2;COX8A;OGDH;MFN2;COX7C;IDH3G;TIMM10;TIMM13;NDUFS8;HCCS;ACADM;LDHA;PDHX;TIMM9;ACO2;IDH3A
prerank,HALLMARK_GLYCOLYSIS,0.22014090760830715,0.7925081709483509,0.9275905118601748,1.0,1.0,42/185,24.41%,GCLC;NT5E;NDST3;VCAN;TPST1;COL5A1;LHX9;GPC1;DPYSL4;MET;TGFBI;DCN;PLOD2;ADORA2B;CHPF2;CAPN5;SLC16A3;IGFBP3;PFKP;PAM;KDELR3;PLOD1;PYGL;EXT2;SAP30;GOT2;MERTK;EXT1;CHST2;PYGB;STC2;B3GNT3;IRS2;B4GALT2;GFPT1;SOX9;UGP2;ME2;GNPDA1;TPBG;DEPDC1;QSOX1
prerank,HALLMARK_MITOTIC_SPINDLE,0.20927310415257705,0.7509030434797264,0.9584905660377359,1.0,1.0,58/197,32.05%,CCDC88A;ARAP3;PKD2;FSCN1;CLIP2;BRCA2;DOCK4;BCAR1;CDC42BPA;EPB41L2;DST;CEP57;CENPJ;NET1;ABR;NDC80;SPTBN1;PIF1;RALBP1;RASA1;RASAL2;SHROOM1;CDC42EP2;KIF15;ESPL1;KIF11;HOOK3;CENPE;TOP2A;ARFGEF1;SHROOM2;SYNPO;ANLN;KIF20B;ARL8A;BIRC5;FGD6;PXN;CENPF;MYO1E;SMC4;VCL;CNTRL;FLNA;KIF23;PPP4R2;MYH9;APC;WASF1;LATS1;FBXO5;SUN2;NF1;ARHGAP29;TRIO;PALLD;RASA2;WASL
prerank,HALLMARK_UV_RESPONSE_UP,0.20342295500241606,0.706537650549547,0.9778067885117493,1.0,1.0,18/143,12.79%,MSX1;RRAD;ABCB1;MMP14;CDO1;SHOX2;BMP2;FGF18;NKX2-5;GLS;GGH;TCHH;DLG4;IL6ST;IL6;HLA-F;HMOX1;RAB27A
prerank,HALLMARK_PROTEIN_SECRETION,0.2072200481366162,0.677173975475094,0.9820689655172414,1.0,1.0,30/94,33.65%,CTSC;ABCA1;CAV2;SSPN;RPS6KA3;PAM;DST;CD63;IGF2R;M6PR;ARFGEF1;ATP6V1B1;LMAN1;DNM1L;USO1;SEC24D;NAPG;TMX1;CLCN3;SCRN1;PPT1;ATP6V1H;AP2M1;GOLGA4;SEC31A;RAB2A;RAB5A;MAPK1;AP3B1;AP2B1
prerank,HALLMARK_MTORC1_SIGNALING,0.176455468289548,0.6388266511089243,0.9974811083123426,1.0,1.0,50/195,29.13%,GCLC;BCAT1;SLC7A11;CTSC;POLR3G;FADS1;PLOD2;SERPINH1;MLLT11;ITGB2;SLC6A6;SYTL2;SLC2A3;PSAT1;DDX39A;STARD4;CCNG1;PNO1;M6PR;ACTR2;EDEM1;SHMT2;NUFIP1;GBE1;USO1;GGA2;RRP9;TBK1;ELOVL6;RPA1;ABCF2;ASNS;SORD;CDC25A;ME1;IFRD1;DHFR;MAP2K3;HSPA4;CALR;UNG;HSPA5;ATP2A2;MCM2;TCEA1;CYB5B;MCM4;PSMC2;ACTR3;TXNRD1
prerank,HALLMARK_ADIPOGENESIS,0.1755362874383225,0.6340882429551657,1.0,0.9906589447276415,1.0,28/184,20.82%,ENPP2;HSPB8;LAMA4;COL4A1;FABP4;ANGPT1;ABCA1;MGLL;MYLK;RAB34;SSPN;LIFR;APOE;CD302;APLP2;ITGA7;C3;SLC27A1;GPAT4;PPARG;SPARCL1;DLAT;TKT;MRPL15;SLC19A1;JAGN1;YWHAG;DBT
prerank,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.12807525325615052,-0.4854716180820803,1.0,1.0,1.0,107/107,87.28%,DNAJA4;CHAC1;ATF3;SLC1A4;ERO1A;XBP1;ERN1;CNOT6;NHP2;PREB;SERP1;IFIT1;WIPI1;ZBTB17;IMP3;EXOSC4;BANF1;POP4;TSPYL2;EXOSC10;HYOU1;CEBPG;EIF2AK3;DCP2;FKBP14;EIF2S1;SRPRA;DNAJC3;NFYB;CKS1B;ARFGAP1;KHSRP;DDIT4;PDIA5;MTHFD2;EDC4;DCTN1;EXOSC5;SLC30A5;ATF6;CEBPB;YIF1A;CXXC1;ATP6V0D1;SSR1;WFS1;PAIP1;DKC1;EXOSC1;CNOT2;RPS14;NFYA;EXOSC9;PDIA6;DNAJB9;HSP90B1;KIF5B;EXOC2;SLC7A5;GOSR2;SRPRB;SEC11A;NOP56;LSM4;ATF4;YWHAZ;SDAD1;EEF2;EIF4E;NABP1;EIF4EBP1;VEGFA;CNOT4;NOLC1;EIF4G1;HERPUD1;FUS;EIF4A1;GEMIN4;SPCS1;HSPA9;EIF4A2;LSM1;NPM1;SEC31A;EIF4A3;NOP14;DCP1A;EXOSC2;HSPA5;CALR;TUBB2A;PARN;XPOT;SPCS3;ASNS;RRP9;ALDH18A1;EDEM1;STC2;SHC1;TATDN2;CCL2;KDELR3;PSAT1;BAG3;DDX10
prerank,HALLMARK_DNA_REPAIR,-0.09402944256000541,-0.3774110115272222,1.0,1.0,1.0,36/146,28.37%,BCAM;ADA;PDE4B;VPS37D;CDA;STX3;DGCR8;GPX4;POLA1;CETN2;COX17;SAC3D1;GTF3C5;VPS37B;BCAP31;MPC2;SUPT4H1;POLH;NELFCD;UPF3B;RNMT;PNP;POLR2D;RFC2;POLR2E;POLR3C;GTF2B;ERCC5;SRSF6;NELFE;RAE1;GTF2F1;FEN1;EDF1;VPS28;RBX1
